payment_id,customer_id,amount,currency,payment_method,failure_reason,attempt_number,previous_successes,previous_failures,customer_avg_amount,transaction_time,hour,day_of_week,recovered,recovery_amount
pay_demo_000806,cust_0641,15298.29,INR,credit_card,insufficient_funds,3,11,0,8782.31,2026-02-28T01:24:02.110419,1,5,1,13483.35
pay_demo_000807,cust_0201,49216.32,INR,netbanking,bank_timeout,2,18,4,15073.33,2026-04-08T17:20:02.110464,17,2,1,47288.13
pay_demo_000808,cust_0689,34182.7,INR,credit_card,bank_timeout,1,2,1,8158.92,2026-04-04T16:06:02.110521,16,5,1,31737.34
pay_demo_000809,cust_0802,13861.53,INR,upi,authentication_failed,1,19,2,20580.07,2026-05-03T23:35:02.110566,23,6,0,0.0
pay_demo_000810,cust_0657,33720.37,INR,upi,upi_failure,1,13,2,4090.67,2026-04-17T09:31:02.110603,9,4,0,0.0
pay_demo_000811,cust_0371,25959.39,INR,upi,authentication_failed,1,8,3,16206.1,2026-06-08T23:37:02.110643,23,0,1,22823.27
pay_demo_000812,cust_0084,44028.9,INR,upi,authentication_failed,1,13,0,27551.36,2026-07-08T18:41:02.110681,18,2,0,0.0
pay_demo_000813,cust_0319,3329.64,INR,upi,bank_timeout,1,0,4,24018.02,2026-06-03T15:47:02.110722,15,2,0,0.0
pay_demo_000814,cust_0111,23784.11,INR,debit_card,bank_timeout,2,16,1,28334.65,2026-03-27T04:34:02.110758,4,4,1,22942.5
pay_demo_000815,cust_0641,22433.52,INR,upi,bank_timeout,3,1,3,9741.74,2026-03-03T21:12:02.110792,21,1,0,0.0
pay_demo_000816,cust_0131,3287.71,INR,netbanking,bank_timeout,1,20,3,2440.81,2026-03-07T22:27:02.110830,22,5,1,2820.3
pay_demo_000817,cust_0871,19196.48,INR,upi,network_error,2,7,4,23730.51,2026-03-21T23:33:02.110865,23,5,0,0.0
pay_demo_000818,cust_0394,23317.61,INR,netbanking,network_error,1,10,5,28158.75,2026-08-21T09:29:02.110899,9,4,1,20967.87
pay_demo_000819,cust_0198,5578.73,INR,upi,network_error,2,18,1,27178.91,2026-07-26T03:30:02.110934,3,6,1,4956.38
pay_demo_000820,cust_0432,24173.69,INR,netbanking,insufficient_funds,1,1,0,4266.58,2026-03-31T10:30:02.110981,10,1,0,0.0
pay_demo_000821,cust_0983,32654.91,INR,debit_card,upi_failure,1,17,1,4848.57,2026-06-09T04:41:02.111016,4,1,0,0.0
pay_demo_000822,cust_0299,18567.73,INR,upi,network_error,1,4,0,7502.93,2026-04-06T22:35:02.111049,22,0,1,16740.15
pay_demo_000823,cust_1000,10178.52,INR,credit_card,bank_timeout,1,15,5,20909.31,2026-04-30T04:18:02.111091,4,3,0,0.0
pay_demo_000824,cust_0340,42630.03,INR,debit_card,network_error,1,10,1,3593.01,2026-08-17T08:48:02.111125,8,0,0,0.0
pay_demo_000825,cust_0943,384.11,INR,credit_card,authentication_failed,1,19,1,7551.06,2026-06-04T00:38:02.111157,0,3,0,0.0
pay_demo_000826,cust_0211,20135.57,INR,upi,upi_failure,1,11,0,16863.4,2026-07-22T14:34:02.111195,14,2,1,17702.4
pay_demo_000827,cust_0600,45652.9,INR,debit_card,bank_timeout,3,6,1,8880.98,2026-07-02T15:16:02.111234,15,3,0,0.0
pay_demo_000828,cust_0179,17122.91,INR,credit_card,insufficient_funds,1,5,2,27364.14,2026-08-22T02:54:02.111254,2,5,0,0.0
pay_demo_000829,cust_0389,32812.49,INR,upi,upi_failure,2,9,3,7584.42,2026-05-24T02:52:02.111270,2,6,0,0.0
pay_demo_000830,cust_0964,26440.95,INR,netbanking,authentication_failed,1,4,1,23949.49,2026-07-09T06:38:02.111287,6,3,0,0.0
pay_demo_000831,cust_0712,18837.91,INR,netbanking,authentication_failed,1,1,4,17826.11,2026-04-12T14:12:02.111303,14,6,0,0.0
pay_demo_000832,cust_0153,16518.49,INR,upi,authentication_failed,2,4,4,29067.34,2026-04-24T17:16:02.111327,17,4,0,0.0
pay_demo_000833,cust_0084,39276.33,INR,upi,insufficient_funds,1,20,4,11540.85,2026-04-17T09:51:02.111347,9,4,0,0.0
pay_demo_000834,cust_0330,35681.85,INR,netbanking,authentication_failed,3,15,2,17645.01,2026-03-17T05:21:02.111382,5,1,0,0.0
pay_demo_000835,cust_0038,10518.54,INR,credit_card,card_declined,2,12,1,9526.97,2026-05-23T05:52:02.111413,5,5,1,10416.77
pay_demo_000836,cust_0384,12875.56,INR,upi,insufficient_funds,2,9,3,15805.21,2026-06-30T06:00:02.111434,6,1,1,11842.79
pay_demo_000837,cust_0637,16951.42,INR,netbanking,card_declined,1,11,3,9852.1,2026-05-22T23:51:02.111452,23,4,0,0.0
pay_demo_000838,cust_0453,11842.76,INR,upi,upi_failure,2,9,4,15627.33,2026-03-16T21:12:02.111470,21,0,0,0.0
pay_demo_000839,cust_0284,46344.97,INR,upi,bank_timeout,1,1,4,6409.04,2026-07-08T02:41:02.111486,2,2,1,41131.33
pay_demo_000840,cust_0764,40815.13,INR,debit_card,insufficient_funds,2,4,5,22324.72,2026-06-22T23:13:02.111505,23,0,0,0.0
pay_demo_000841,cust_0307,14235.89,INR,debit_card,card_declined,2,18,5,850.78,2026-03-13T07:14:02.111522,7,4,0,0.0
pay_demo_000842,cust_0975,7634.2,INR,netbanking,insufficient_funds,1,6,3,7394.83,2026-03-30T06:14:02.111538,6,0,1,7025.84
pay_demo_000843,cust_0834,23177.78,INR,upi,upi_failure,2,13,5,12821.79,2026-05-07T09:08:02.111559,9,3,1,21642.65
pay_demo_000844,cust_0384,7119.72,INR,credit_card,upi_failure,2,0,3,24406.84,2026-05-29T13:48:02.111576,13,4,1,6499.39
pay_demo_000845,cust_0703,37680.78,INR,debit_card,upi_failure,1,18,0,27703.25,2026-07-19T13:26:02.111593,13,6,1,35588.59
pay_demo_000846,cust_0618,45704.86,INR,netbanking,card_declined,1,12,0,16267.47,2026-07-10T08:56:02.111612,8,4,1,41103.58
pay_demo_000847,cust_0986,22686.46,INR,debit_card,bank_timeout,1,17,1,1445.75,2026-03-04T04:31:02.111629,4,2,0,0.0
pay_demo_000848,cust_0028,9497.27,INR,upi,card_declined,1,7,2,19957.31,2026-08-10T09:59:02.111645,9,0,1,8597.86
pay_demo_000849,cust_0012,8756.92,INR,netbanking,card_declined,1,3,1,16325.36,2026-04-27T00:58:02.111662,0,0,0,0.0
pay_demo_000850,cust_0399,47763.82,INR,credit_card,insufficient_funds,2,9,3,24627.94,2026-03-10T08:52:02.111679,8,1,0,0.0
pay_demo_000851,cust_0619,28839.55,INR,debit_card,network_error,1,14,2,6450.23,2026-07-22T09:58:02.111696,9,2,1,28080.71
pay_demo_000852,cust_0620,40416.78,INR,debit_card,network_error,2,14,3,17495.92,2026-08-04T14:21:02.111714,14,1,0,0.0
pay_demo_000853,cust_0903,45961.01,INR,debit_card,authentication_failed,2,9,3,18584.31,2026-07-14T10:47:02.111748,10,1,0,0.0
pay_demo_000854,cust_0184,45018.24,INR,netbanking,card_declined,1,5,5,17274.15,2026-05-19T02:00:02.111808,2,1,1,39884.1
pay_demo_000855,cust_0892,8065.02,INR,debit_card,authentication_failed,2,6,3,12632.71,2026-04-08T20:39:02.111853,20,2,0,0.0
pay_demo_000856,cust_0079,37818.76,INR,debit_card,card_declined,1,8,1,15428.9,2026-05-01T23:58:02.111893,23,4,1,35770.12
pay_demo_000857,cust_0692,37536.86,INR,netbanking,upi_failure,2,6,3,1614.35,2026-06-24T20:17:02.111938,20,2,0,0.0
pay_demo_000858,cust_0940,6996.73,INR,netbanking,card_declined,1,2,4,19882.17,2026-05-07T19:32:02.111976,19,3,1,6808.27
pay_demo_000859,cust_0862,8236.05,INR,upi,network_error,1,9,0,16272.29,2026-05-19T18:58:02.112021,18,1,1,7830.09
pay_demo_000860,cust_0012,33933.68,INR,credit_card,card_declined,1,6,5,1516.12,2026-03-08T06:49:02.112066,6,6,0,0.0
pay_demo_000861,cust_0453,34897.77,INR,upi,card_declined,1,14,0,18147.06,2026-08-15T11:13:02.112104,11,5,1,30719.14
pay_demo_000862,cust_0256,18857.31,INR,credit_card,insufficient_funds,1,13,0,29684.07,2026-06-02T17:19:02.112150,17,1,0,0.0
pay_demo_000863,cust_0686,3345.94,INR,upi,authentication_failed,1,5,0,12762.56,2026-07-31T13:42:02.112195,13,4,1,3126.14
pay_demo_000864,cust_0195,31308.73,INR,netbanking,card_declined,1,6,0,11019.0,2026-07-14T23:37:02.112235,23,1,0,0.0
pay_demo_000865,cust_0670,15948.76,INR,netbanking,insufficient_funds,1,2,5,24545.0,2026-03-14T04:39:02.112271,4,5,0,0.0
pay_demo_000866,cust_0045,3553.1,INR,credit_card,card_declined,1,19,3,29501.52,2026-08-01T01:28:02.112309,1,5,1,3441.85
pay_demo_000867,cust_0945,42553.16,INR,credit_card,upi_failure,3,19,2,29451.77,2026-03-02T11:19:02.112349,11,0,0,0.0
pay_demo_000868,cust_0947,48623.87,INR,credit_card,upi_failure,1,10,5,14722.85,2026-06-03T23:24:02.112389,23,2,0,0.0
pay_demo_000869,cust_0934,29334.84,INR,netbanking,network_error,1,7,4,17830.32,2026-08-24T17:01:02.112420,17,0,1,27646.69
pay_demo_000870,cust_0919,6378.0,INR,credit_card,authentication_failed,1,7,4,2841.99,2026-07-23T12:31:02.112454,12,3,0,0.0
pay_demo_000871,cust_0304,10260.19,INR,netbanking,insufficient_funds,1,7,5,18143.22,2026-05-06T00:06:02.112489,0,2,0,0.0
pay_demo_000872,cust_0337,6886.5,INR,debit_card,authentication_failed,2,1,4,23857.5,2026-05-13T03:10:02.112555,3,2,0,0.0
pay_demo_000873,cust_0296,37577.44,INR,credit_card,authentication_failed,1,7,1,16409.7,2026-03-10T16:11:02.112603,16,1,0,0.0
pay_demo_000874,cust_0704,34874.65,INR,credit_card,network_error,2,16,2,5914.59,2026-03-19T23:58:02.112649,23,3,1,34193.9
pay_demo_000875,cust_0072,47692.33,INR,upi,authentication_failed,3,6,1,3206.9,2026-03-29T06:09:02.112705,6,6,1,46227.46
pay_demo_000876,cust_0210,11968.24,INR,upi,card_declined,2,9,1,21789.38,2026-06-26T10:51:02.112752,10,4,1,11260.65
pay_demo_000877,cust_0311,14410.57,INR,netbanking,authentication_failed,1,15,0,28554.89,2026-05-27T11:38:02.112800,11,2,1,12611.63
pay_demo_000878,cust_0452,21250.32,INR,netbanking,insufficient_funds,2,15,0,22976.91,2026-05-10T21:14:02.112852,21,6,0,0.0
pay_demo_000879,cust_0929,46092.32,INR,credit_card,network_error,2,8,3,14177.71,2026-05-03T14:38:02.112901,14,6,0,0.0
pay_demo_000880,cust_0576,30380.06,INR,upi,upi_failure,1,15,1,5064.37,2026-07-11T00:02:02.112943,0,5,0,0.0
pay_demo_000881,cust_0883,25134.85,INR,debit_card,card_declined,1,13,3,29129.53,2026-05-24T11:31:02.112979,11,6,1,22525.14
pay_demo_000882,cust_0603,3747.47,INR,upi,bank_timeout,1,18,1,6229.73,2026-05-08T15:13:02.113026,15,4,1,3698.61
pay_demo_000883,cust_0740,17559.22,INR,netbanking,authentication_failed,1,1,5,11867.33,2026-05-11T00:47:02.113077,0,0,0,0.0
pay_demo_000884,cust_0249,23990.73,INR,debit_card,authentication_failed,2,0,5,20137.43,2026-07-21T15:24:02.113120,15,1,0,0.0
pay_demo_000885,cust_0467,47224.41,INR,credit_card,upi_failure,1,18,5,25324.72,2026-08-24T20:13:02.113161,20,0,0,0.0
pay_demo_000886,cust_0095,32290.99,INR,netbanking,card_declined,2,2,4,27343.5,2026-05-11T18:09:02.113203,18,0,0,0.0
pay_demo_000887,cust_0438,12792.99,INR,debit_card,network_error,3,12,4,9585.38,2026-05-14T00:07:02.113245,0,3,0,0.0
pay_demo_000888,cust_0092,5641.85,INR,debit_card,insufficient_funds,1,6,5,12240.12,2026-06-10T23:52:02.113286,23,2,1,5486.46
pay_demo_000889,cust_0002,5024.16,INR,netbanking,network_error,1,9,5,13213.01,2026-07-13T12:51:02.113329,12,0,1,4801.12
pay_demo_000890,cust_0203,24426.27,INR,upi,card_declined,1,6,1,6427.76,2026-07-12T17:46:02.113372,17,6,1,24363.79
pay_demo_000891,cust_0893,20557.86,INR,upi,authentication_failed,1,9,0,11642.99,2026-06-18T21:41:02.113418,21,3,1,17565.66
pay_demo_000892,cust_0241,23999.28,INR,upi,bank_timeout,1,0,5,17682.14,2026-08-17T20:49:02.113458,20,0,0,0.0
pay_demo_000893,cust_0535,39630.97,INR,netbanking,network_error,1,8,3,14460.34,2026-06-02T04:35:02.113507,4,1,1,35687.0
pay_demo_000894,cust_0699,44529.58,INR,debit_card,insufficient_funds,2,12,3,18518.87,2026-05-28T13:11:02.113550,13,3,0,0.0
pay_demo_000895,cust_0103,353.62,INR,netbanking,authentication_failed,2,4,0,18256.32,2026-04-14T15:18:02.113592,15,1,0,0.0
pay_demo_000896,cust_0770,40789.58,INR,debit_card,card_declined,1,15,4,12687.23,2026-07-10T23:22:02.113650,23,4,0,0.0
pay_demo_000897,cust_0981,47108.5,INR,debit_card,bank_timeout,1,1,5,10102.99,2026-05-06T16:24:02.113693,16,2,0,0.0
pay_demo_000898,cust_0497,20128.23,INR,upi,upi_failure,1,15,5,25784.45,2026-08-02T00:38:02.113733,0,6,1,17996.24
pay_demo_000899,cust_0200,35654.71,INR,upi,insufficient_funds,1,2,2,25054.45,2026-04-09T09:52:02.113769,9,3,0,0.0
pay_demo_000900,cust_0918,22425.08,INR,upi,card_declined,1,7,1,6743.4,2026-03-12T01:57:02.113805,1,3,0,0.0
pay_demo_000901,cust_0109,21857.69,INR,upi,insufficient_funds,2,10,3,23106.11,2026-07-02T00:46:02.113846,0,3,1,20762.4
pay_demo_000902,cust_0975,44896.04,INR,upi,authentication_failed,1,17,5,21899.72,2026-08-04T01:41:02.113884,1,1,0,0.0
pay_demo_000903,cust_0893,11345.55,INR,upi,authentication_failed,1,12,5,19442.01,2026-04-06T10:11:02.113919,10,0,0,0.0
pay_demo_000904,cust_0239,11332.83,INR,upi,upi_failure,1,2,2,22347.15,2026-07-10T00:55:02.113949,0,4,1,10606.69
pay_demo_000905,cust_0131,42695.85,INR,netbanking,network_error,2,9,0,17906.76,2026-07-10T11:35:02.113989,11,4,0,0.0
pay_demo_000906,cust_0328,38609.79,INR,credit_card,network_error,1,18,1,3644.28,2026-08-25T06:08:02.114041,6,1,1,35485.89
pay_demo_000907,cust_0149,40844.17,INR,debit_card,insufficient_funds,1,14,1,18243.23,2026-07-21T00:20:02.114086,0,1,0,0.0
pay_demo_000908,cust_0870,40104.33,INR,upi,network_error,1,16,5,4142.19,2026-02-28T05:32:02.114127,5,5,0,0.0
pay_demo_000909,cust_0647,41468.63,INR,netbanking,upi_failure,2,12,0,29443.71,2026-06-03T19:10:02.114167,19,2,1,39706.83
pay_demo_000910,cust_0869,36686.37,INR,credit_card,authentication_failed,2,5,3,21958.17,2026-06-12T02:04:02.114208,2,4,1,35852.77
pay_demo_000911,cust_0023,27487.56,INR,debit_card,card_declined,1,11,3,12036.36,2026-04-14T00:44:02.114250,0,1,1,24528.65
pay_demo_000912,cust_0946,9915.59,INR,netbanking,bank_timeout,1,18,0,25569.39,2026-06-11T09:21:02.114294,9,3,0,0.0
pay_demo_000913,cust_0168,28942.44,INR,netbanking,authentication_failed,1,4,1,6935.03,2026-07-08T00:21:02.114335,0,2,0,0.0
pay_demo_000914,cust_0010,18238.84,INR,upi,authentication_failed,2,4,3,28536.75,2026-05-10T02:09:02.114371,2,6,0,0.0
pay_demo_000915,cust_0173,46314.07,INR,upi,upi_failure,3,5,0,3961.73,2026-04-18T03:41:02.114399,3,5,1,43489.32
pay_demo_000916,cust_0994,7598.7,INR,netbanking,insufficient_funds,1,7,3,14914.46,2026-03-04T04:51:02.114433,4,2,1,7202.96
pay_demo_000917,cust_0385,38837.32,INR,upi,card_declined,2,20,3,8618.87,2026-03-13T09:39:02.114471,9,4,1,33079.31
pay_demo_000918,cust_0120,4315.32,INR,netbanking,authentication_failed,1,16,1,1179.29,2026-04-03T05:32:02.114528,5,4,0,0.0
pay_demo_000919,cust_0281,34747.55,INR,upi,network_error,1,15,5,21230.74,2026-06-12T05:54:02.114575,5,4,1,30053.72
pay_demo_000920,cust_0066,35745.65,INR,credit_card,card_declined,2,0,3,16903.77,2026-04-12T07:31:02.114619,7,6,0,0.0
pay_demo_000921,cust_0066,26041.28,INR,upi,insufficient_funds,3,3,1,25929.1,2026-03-03T19:02:02.114660,19,1,1,24301.94
pay_demo_000922,cust_0820,15851.94,INR,upi,insufficient_funds,1,20,1,3090.72,2026-06-23T22:57:02.114705,22,1,0,0.0
pay_demo_000923,cust_0128,25406.19,INR,debit_card,network_error,1,0,1,9367.7,2026-04-17T14:20:02.114756,14,4,0,0.0
pay_demo_000924,cust_0547,22357.03,INR,netbanking,authentication_failed,1,11,4,16377.18,2026-07-05T01:56:02.114788,1,6,0,0.0
pay_demo_000925,cust_0679,41024.21,INR,credit_card,bank_timeout,1,9,1,28743.98,2026-03-26T06:49:02.114820,6,3,1,38512.19
pay_demo_000926,cust_0285,6598.91,INR,netbanking,bank_timeout,1,8,3,19668.18,2026-07-17T11:33:02.114857,11,4,1,5691.48
pay_demo_000927,cust_0261,33890.98,INR,credit_card,network_error,1,20,5,8447.29,2026-03-18T01:21:02.114897,1,2,0,0.0
pay_demo_000928,cust_0198,35779.36,INR,credit_card,card_declined,2,10,3,11678.79,2026-03-26T16:58:02.114937,16,3,0,0.0
pay_demo_000929,cust_0277,6406.14,INR,upi,authentication_failed,1,2,2,19385.24,2026-05-27T13:13:02.114976,13,2,1,5707.79
pay_demo_000930,cust_0890,39945.25,INR,debit_card,bank_timeout,1,7,3,28577.59,2026-07-27T18:29:02.115022,18,0,0,0.0
pay_demo_000931,cust_0746,43800.49,INR,netbanking,bank_timeout,1,18,2,16770.5,2026-03-25T20:05:02.115065,20,2,1,37545.54
pay_demo_000932,cust_0326,47336.21,INR,netbanking,insufficient_funds,1,17,4,18041.2,2026-05-16T08:25:02.115107,8,5,1,41141.6
pay_demo_000933,cust_0010,34395.59,INR,credit_card,authentication_failed,1,12,4,22194.96,2026-08-14T00:22:02.115155,0,4,1,34264.03
pay_demo_000934,cust_0725,38920.9,INR,netbanking,authentication_failed,1,14,2,24054.83,2026-04-21T14:45:02.115205,14,1,0,0.0
pay_demo_000935,cust_0976,21502.7,INR,credit_card,upi_failure,1,2,2,12492.19,2026-06-08T21:22:02.115244,21,0,0,0.0
pay_demo_000936,cust_0082,4019.32,INR,credit_card,bank_timeout,1,1,0,22430.58,2026-04-08T08:11:02.115292,8,2,0,0.0
pay_demo_000937,cust_0896,732.6,INR,netbanking,authentication_failed,1,4,3,15185.25,2026-03-05T02:06:02.115323,2,3,1,681.22
pay_demo_000938,cust_0128,20392.48,INR,credit_card,authentication_failed,1,13,5,16262.58,2026-05-31T16:15:02.115363,16,6,0,0.0
pay_demo_000939,cust_0678,47553.25,INR,upi,network_error,1,5,5,27940.47,2026-04-15T16:51:02.115404,16,2,0,0.0
pay_demo_000940,cust_0077,18479.14,INR,credit_card,network_error,1,1,3,15117.48,2026-07-15T12:55:02.115445,12,2,1,16644.05
pay_demo_000941,cust_0696,12638.31,INR,upi,upi_failure,1,9,2,6785.45,2026-03-19T05:37:02.115479,5,3,0,0.0
pay_demo_000942,cust_0223,46168.21,INR,upi,card_declined,2,15,0,10994.45,2026-03-23T09:41:02.115519,9,0,1,41309.13
pay_demo_000943,cust_0110,456.69,INR,credit_card,card_declined,1,3,3,15015.36,2026-08-06T07:30:02.115566,7,3,0,0.0
pay_demo_000944,cust_0921,7854.79,INR,upi,card_declined,1,8,1,14385.61,2026-05-24T14:39:02.115609,14,6,1,7181.25
pay_demo_000945,cust_0187,26914.08,INR,debit_card,bank_timeout,3,14,1,4626.29,2026-05-08T23:40:02.115646,23,4,1,26444.06
pay_demo_000946,cust_0727,10083.54,INR,credit_card,upi_failure,1,12,3,22445.76,2026-08-19T18:20:02.115685,18,2,0,0.0
pay_demo_000947,cust_0204,47429.12,INR,debit_card,bank_timeout,1,17,3,24094.69,2026-07-26T13:14:02.115717,13,6,1,45752.92
pay_demo_000948,cust_0903,20113.83,INR,netbanking,insufficient_funds,1,3,0,4220.65,2026-05-31T08:02:02.115753,8,6,0,0.0
pay_demo_000949,cust_0786,34285.0,INR,upi,authentication_failed,2,13,4,22254.23,2026-05-08T08:44:02.115791,8,4,0,0.0
pay_demo_000950,cust_0289,24399.28,INR,netbanking,insufficient_funds,1,16,1,7859.27,2026-07-29T15:18:02.115826,15,2,1,21644.68
pay_demo_000951,cust_0841,21572.11,INR,netbanking,authentication_failed,2,3,5,22048.47,2026-03-24T18:50:02.115865,18,1,0,0.0
pay_demo_000952,cust_0876,29641.57,INR,credit_card,insufficient_funds,1,12,0,8578.92,2026-07-09T19:35:02.115901,19,3,1,25273.86
pay_demo_000953,cust_0205,4728.58,INR,upi,card_declined,1,9,5,19182.64,2026-06-29T16:41:02.115948,16,0,1,4321.5
pay_demo_000954,cust_0063,25591.21,INR,upi,upi_failure,1,11,2,28318.46,2026-05-12T16:42:02.115987,16,1,1,25188.56
pay_demo_000955,cust_0187,2236.28,INR,upi,authentication_failed,2,6,2,14425.72,2026-03-25T20:35:02.116025,20,2,1,1962.84
pay_demo_000956,cust_0972,24666.06,INR,debit_card,upi_failure,1,0,5,16777.16,2026-07-25T13:39:02.116066,13,5,1,23708.86
pay_demo_000957,cust_0371,37198.01,INR,debit_card,insufficient_funds,1,6,4,11829.46,2026-07-31T19:22:02.116105,19,4,0,0.0
pay_demo_000958,cust_0761,30171.39,INR,upi,network_error,3,20,1,6191.36,2026-05-05T20:58:02.116134,20,1,0,0.0
pay_demo_000959,cust_0965,27419.64,INR,debit_card,upi_failure,2,6,4,21762.7,2026-08-16T19:50:02.116165,19,6,1,25026.78
pay_demo_000960,cust_0729,12775.77,INR,debit_card,upi_failure,1,3,3,2497.4,2026-05-12T07:03:02.116223,7,1,0,0.0
pay_demo_000961,cust_0976,25292.7,INR,upi,insufficient_funds,1,4,2,1840.63,2026-04-05T22:12:02.116254,22,6,0,0.0
pay_demo_000962,cust_0996,34751.41,INR,netbanking,card_declined,1,16,0,5382.79,2026-04-19T11:27:02.116289,11,6,1,33601.34
pay_demo_000963,cust_0411,30439.48,INR,credit_card,insufficient_funds,1,18,1,17967.33,2026-08-25T07:33:02.116333,7,1,0,0.0
pay_demo_000964,cust_0516,35446.15,INR,debit_card,upi_failure,2,9,5,8421.18,2026-07-28T18:48:02.116368,18,1,1,30371.75
pay_demo_000965,cust_0244,14733.8,INR,credit_card,upi_failure,2,8,0,19451.19,2026-06-25T17:28:02.116405,17,3,1,12780.51
pay_demo_000966,cust_0665,17503.6,INR,debit_card,upi_failure,1,17,2,21801.35,2026-05-15T04:44:02.116435,4,4,0,0.0
pay_demo_000967,cust_0333,49266.01,INR,upi,upi_failure,1,8,1,8051.62,2026-08-23T06:20:02.116468,6,6,0,0.0
pay_demo_000968,cust_0889,38953.66,INR,upi,authentication_failed,2,12,5,8091.68,2026-03-20T03:24:02.116503,3,4,0,0.0
pay_demo_000969,cust_0565,10466.72,INR,netbanking,insufficient_funds,1,6,4,19079.12,2026-05-18T19:34:02.116554,19,0,1,9260.52
pay_demo_000970,cust_0744,21808.4,INR,credit_card,card_declined,1,5,3,5958.33,2026-07-13T17:26:02.116595,17,0,0,0.0
pay_demo_000971,cust_0503,47179.08,INR,credit_card,authentication_failed,1,9,1,26614.96,2026-05-19T02:24:02.116629,2,1,0,0.0
pay_demo_000972,cust_0193,3658.82,INR,upi,card_declined,1,20,3,3456.9,2026-04-15T19:16:02.116667,19,2,0,0.0
pay_demo_000973,cust_0769,40438.04,INR,upi,card_declined,1,3,0,23021.65,2026-03-16T22:54:02.116710,22,0,1,35878.71
pay_demo_000974,cust_0086,13529.29,INR,upi,bank_timeout,3,3,4,22215.88,2026-06-02T01:57:02.116772,1,1,0,0.0
pay_demo_000975,cust_0208,7133.66,INR,netbanking,insufficient_funds,1,15,1,7692.36,2026-04-10T01:45:02.116810,1,4,1,6735.05
pay_demo_000976,cust_0127,1256.15,INR,upi,bank_timeout,1,3,4,26650.48,2026-05-13T20:02:02.116845,20,2,1,1239.6
pay_demo_000977,cust_0025,11488.42,INR,netbanking,insufficient_funds,1,9,1,27689.88,2026-03-05T11:19:02.116882,11,3,1,11288.91
pay_demo_000978,cust_0843,45100.41,INR,netbanking,insufficient_funds,3,7,0,28715.76,2026-06-16T12:58:02.116920,12,1,0,0.0
pay_demo_000979,cust_0631,16819.49,INR,debit_card,bank_timeout,2,19,1,5753.0,2026-04-14T13:24:02.116956,13,1,1,14754.14
pay_demo_000980,cust_0436,7680.96,INR,debit_card,network_error,2,11,0,8497.25,2026-04-22T02:39:02.116982,2,2,0,0.0
pay_demo_000981,cust_0956,13416.97,INR,upi,bank_timeout,2,4,5,4824.38,2026-07-21T11:34:02.117006,11,1,1,12856.16
pay_demo_000982,cust_0805,48821.69,INR,upi,bank_timeout,1,8,1,3168.19,2026-07-26T18:13:02.117024,18,6,0,0.0
pay_demo_000983,cust_0395,17759.92,INR,netbanking,card_declined,1,13,4,23908.3,2026-06-03T19:11:02.117043,19,2,1,17610.82
pay_demo_000984,cust_0944,12446.22,INR,netbanking,network_error,1,17,3,16208.0,2026-06-30T11:57:02.117060,11,1,0,0.0
pay_demo_000985,cust_0595,35803.07,INR,credit_card,authentication_failed,1,11,0,6496.75,2026-08-23T12:27:02.117076,12,6,0,0.0
pay_demo_000986,cust_0486,47889.27,INR,upi,bank_timeout,2,11,1,9193.57,2026-07-22T06:03:02.117093,6,2,1,47263.98
pay_demo_000987,cust_0249,10694.72,INR,credit_card,bank_timeout,2,3,5,21266.9,2026-05-23T01:01:02.117110,1,5,1,10207.24
pay_demo_000988,cust_0435,18709.87,INR,upi,authentication_failed,1,15,4,26179.07,2026-08-20T19:39:02.117127,19,3,1,16299.88
pay_demo_000989,cust_0251,4037.85,INR,netbanking,insufficient_funds,2,15,5,4633.32,2026-04-14T01:43:02.117144,1,1,1,3716.95
pay_demo_000990,cust_0740,16999.38,INR,upi,upi_failure,1,1,5,1447.51,2026-07-14T07:52:02.117162,7,1,0,0.0
pay_demo_000991,cust_0012,19940.26,INR,netbanking,authentication_failed,2,14,4,21486.5,2026-06-22T05:30:02.117179,5,0,0,0.0
pay_demo_000992,cust_0314,35525.77,INR,netbanking,insufficient_funds,1,2,4,11638.03,2026-07-26T00:49:02.117195,0,6,1,32330.6
pay_demo_000993,cust_0058,11101.54,INR,credit_card,authentication_failed,3,19,0,24588.49,2026-04-30T08:42:02.117214,8,3,0,0.0
pay_demo_000994,cust_0669,32166.16,INR,netbanking,insufficient_funds,1,11,5,13014.55,2026-06-19T20:56:02.117230,20,4,1,27716.66
pay_demo_000995,cust_0618,38984.1,INR,debit_card,bank_timeout,1,5,4,3640.7,2026-07-04T05:02:02.117247,5,5,0,0.0
pay_demo_000996,cust_0775,45502.41,INR,credit_card,network_error,1,1,1,8440.46,2026-04-04T06:00:02.117266,6,5,1,42524.77
pay_demo_000997,cust_0810,24293.59,INR,upi,upi_failure,1,9,0,29425.98,2026-06-16T11:30:02.117283,11,1,1,21359.72
pay_demo_000998,cust_0770,19653.94,INR,debit_card,insufficient_funds,2,3,2,12514.95,2026-04-21T20:30:02.117300,20,1,0,0.0
pay_demo_000999,cust_0827,38798.0,INR,upi,network_error,2,15,4,26129.96,2026-08-18T14:52:02.117316,14,1,1,33860.2
pay_demo_001000,cust_0475,4121.89,INR,upi,authentication_failed,1,6,5,19799.49,2026-07-17T07:29:02.117333,7,4,0,0.0
pay_demo_001001,cust_0747,30515.2,INR,debit_card,card_declined,2,10,2,11129.33,2026-05-09T22:05:02.117353,22,5,0,0.0
